source,listing_type,title,price,location,bedrooms,url,scraped_at,bedroom_label,price_no,price_normalized,price_per_bedroom,avg_price,avg_price_per_bedroom,count
Property24,Rent,,KSh 480 000,"Karen Karen, Karen, Nairobi",5.0,https://www.property24.co.ke/5-bedroom-house-to-rent-in-karen-116928534,2026-02-17T14:50:10.882249,5 Bedrooms,480000.0,480000.0,96000.0,365714.28571428574,80761.90476190476,7.0
Property24,Rent,,KSh 260 000,"Mukoma Rd Nairobi, Karen, Nairobi",4.0,https://www.property24.co.ke/4-bedroom-house-to-rent-in-karen-101735695,2026-02-17T14:50:10.885086,4 Bedrooms,260000.0,260000.0,65000.0,276250.0,75833.33333333333,4.0
Property24,Rent,,KSh 7 000 per day,"Rhapta Road Nairobi, Westlands, Nairobi",1.0,https://www.property24.co.ke/1-bedroom-apartment-flat-to-rent-in-westlands-116925047,2026-02-17T14:50:10.888382,1 Bedrooms,7000.0,7000.0,7000.0,8848777.777777778,4433962.962962963,27.0
Property24,Rent,,KSh 550 000,"Ndege Rd Nairobi, Karen, Nairobi",4.0,https://www.property24.co.ke/4-bedroom-house-to-rent-in-karen-116933448,2026-02-17T14:50:10.892854,4 Bedrooms,550000.0,550000.0,137500.0,441666.6666666667,118750.0,6.0
Property24,Rent,,KSh 180 000,"Rhapta Road Nairobi, Westlands, Nairobi",1.0,https://www.property24.co.ke/1-bedroom-apartment-flat-to-rent-in-westlands-116925085,2026-02-17T14:50:10.896105,1 Bedrooms,180000.0,180000.0,180000.0,8848777.777777778,4433962.962962963,27.0
Property24,Rent,,KSh 350 000,"Academy Road Nairobi, Karen, Nairobi",5.0,https://www.property24.co.ke/5-bedroom-house-to-rent-in-karen-116928478,2026-02-17T14:50:10.899681,5 Bedrooms,350000.0,350000.0,70000.0,340000.0,73333.33333333333,3.0
Property24,Rent,,KSh 260 000,"Hardy Nairobi, Karen, Nairobi",3.0,https://www.property24.co.ke/3-bedroom-house-to-rent-in-karen-116923142,2026-02-17T14:50:10.902521,3 Bedrooms,260000.0,260000.0,86666.66666666667,260000.0,86666.66666666667,1.0
Property24,Rent,,KSh 400 000,"Karen Karen, Karen, Nairobi",5.0,https://www.property24.co.ke/5-bedroom-house-to-rent-in-karen-116928451,2026-02-17T14:50:10.905660,5 Bedrooms,400000.0,400000.0,80000.0,365714.28571428574,80761.90476190476,7.0
Property24,Rent,,KSh 200 000,"Langata S Rd Nairobi, Karen, Nairobi",5.0,https://www.property24.co.ke/5-bedroom-house-to-rent-in-karen-116928774,2026-02-17T14:50:10.912430,5 Bedrooms,200000.0,200000.0,40000.0,225000.0,51250.0,2.0
Property24,Rent,,KSh 260 000,"Mukoma Rd Nairobi, Karen, Nairobi",4.0,https://www.property24.co.ke/4-bedroom-house-to-rent-in-karen-116923140,2026-02-17T14:50:10.916083,4 Bedrooms,260000.0,260000.0,65000.0,276250.0,75833.33333333333,4.0
Property24,Rent,,KSh 220 000,"MMGP+586 Kerarapon Road, Karen, Nairobi",2.0,https://www.property24.co.ke/2-bedroom-house-to-rent-in-karen-116923144,2026-02-17T14:50:10.918896,2 Bedrooms,220000.0,220000.0,110000.0,220000.0,110000.0,2.0
Property24,Rent,,KSh 5 000 per day,"Kilimani Estate Kilimani, Kilimani, Nairobi",1.0,https://www.property24.co.ke/1-bedroom-apartment-flat-to-rent-in-kilimani-116924379,2026-02-17T14:50:10.922924,1 Bedrooms,5000.0,5000.0,5000.0,3269235.294117647,1992500.0,17.0
Property24,Rent,,KSh 185 000,"Rhapta Terraces Rhapta Road, Westlands, Nairobi",2.0,https://www.property24.co.ke/2-bedroom-apartment-flat-to-rent-in-westlands-116924401,2026-02-17T14:50:10.926542,2 Bedrooms,185000.0,185000.0,92500.0,12391750.0,7607541.666666667,20.0
Property24,Rent,,KSh 265 000,"Rhino Park Rd Karen, Karen, Nairobi",5.0,https://www.property24.co.ke/5-bedroom-townhouse-to-rent-in-karen-116928494,2026-02-17T14:50:19.218236,5 Bedrooms,265000.0,265000.0,53000.0,338333.3333333333,55666.66666666667,3.0
Property24,Rent,,KSh 350 000,"Kuwinda Rd Nairobi, Karen, Nairobi",4.0,https://www.property24.co.ke/4-bedroom-townhouse-to-rent-in-karen-116933278,2026-02-17T14:50:19.225772,4 Bedrooms,350000.0,350000.0,87500.0,350000.0,87500.0,1.0
Property24,Rent,,KSh 110 000,"Kilimani Estate Kilimani, Kilimani, Nairobi",1.0,https://www.property24.co.ke/1-bedroom-apartment-flat-to-rent-in-kilimani-116924383,2026-02-17T14:50:19.229413,1 Bedrooms,110000.0,110000.0,110000.0,3269235.294117647,1992500.0,17.0
Property24,Rent,,KSh 180 000,"Kilimani Estate Kilimani, Kilimani, Nairobi",1.0,https://www.property24.co.ke/1-bedroom-apartment-flat-to-rent-in-kilimani-101750320,2026-02-17T14:50:19.232933,1 Bedrooms,180000.0,180000.0,180000.0,3269235.294117647,1992500.0,17.0
Property24,Rent,,KSh 230 000,"James Gichuru Road Maziwa, Lavington, Nairobi",3.0,https://www.property24.co.ke/3-bedroom-house-to-rent-in-lavington-116923395,2026-02-17T14:50:19.236662,3 Bedrooms,230000.0,230000.0,76666.66666666667,230000.0,76666.66666666667,4.0
Property24,Rent,,KSh 230 000,"James Gichuru Road Maziwa, Lavington, Nairobi",3.0,https://www.property24.co.ke/3-bedroom-house-to-rent-in-lavington-116923390,2026-02-17T14:50:19.243301,3 Bedrooms,230000.0,230000.0,76666.66666666667,230000.0,76666.66666666667,4.0
Property24,Rent,,KSh 230 000,"James Gichuru Road Maziwa, Lavington, Nairobi",3.0,https://www.property24.co.ke/3-bedroom-house-to-rent-in-lavington-116923364,2026-02-17T14:50:19.247522,3 Bedrooms,230000.0,230000.0,76666.66666666667,230000.0,76666.66666666667,4.0
Property24,Rent,,KSh 200 000,"E Church Rd Nairobi, Westlands, Nairobi",5.0,https://www.property24.co.ke/5-bedroom-house-to-rent-in-westlands-116921921,2026-02-17T14:50:19.251017,5 Bedrooms,200000.0,200000.0,40000.0,215000.0,43000.0,4.0
Property24,Rent,,KSh 200 000,"E Church Rd Nairobi, Westlands, Nairobi",5.0,https://www.property24.co.ke/5-bedroom-house-to-rent-in-westlands-116921905,2026-02-17T14:50:19.254824,5 Bedrooms,200000.0,200000.0,40000.0,215000.0,43000.0,4.0
Property24,Rent,,KSh 200 000,"E Church Rd Nairobi, Westlands, Nairobi",5.0,https://www.property24.co.ke/5-bedroom-house-to-rent-in-westlands-116921794,2026-02-17T14:50:19.261595,5 Bedrooms,200000.0,200000.0,40000.0,215000.0,43000.0,4.0
Property24,Rent,,KSh 180 000,"Kilimani Estate Kilimani, Kilimani, Nairobi",1.0,https://www.property24.co.ke/1-bedroom-apartment-flat-to-rent-in-kilimani-116923598,2026-02-17T14:50:19.265236,1 Bedrooms,180000.0,180000.0,180000.0,3269235.294117647,1992500.0,17.0
Property24,Rent,,KSh 230 000,"James Gichuru Road Maziwa, Lavington, Nairobi",3.0,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-lavington-116922048,2026-02-17T14:50:19.268827,3 Bedrooms,230000.0,230000.0,76666.66666666667,230000.0,76666.66666666667,4.0
Property24,Rent,,KSh 70 000,"Sarit Centre Car Park Lower Kabete Rd, Westlands, Nairobi",3.0,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-westlands-116923486,2026-02-17T14:50:19.272957,3 Bedrooms,70000.0,70000.0,23333.333333333332,70000.0,23333.333333333332,2.0
Property24,Rent,,KSh 55 000,"Kindaruma Rd Kilimani, Kilimani, Nairobi",1.0,https://www.property24.co.ke/1-bedroom-apartment-flat-to-rent-in-kilimani-116919132,2026-02-17T14:50:19.277073,1 Bedrooms,55000.0,55000.0,55000.0,55000.0,55000.0,2.0
Property24,Rent,,KSh 251 031,"Mombasa Road Nairobi, Syokimau, Nairobi",,https://www.property24.co.ke/commercial-property-to-rent-in-syokimau-116925794,2026-02-17T14:50:19.279479,Unknown,251031.0,251031.0,,4124278.0,4000000.0,4.0
Property24,Rent,,KSh 246 081,"Mombasa Road Nairobi, Syokimau, Nairobi",,https://www.property24.co.ke/commercial-property-to-rent-in-syokimau-116925791,2026-02-17T14:50:19.282003,Unknown,246081.0,246081.0,,4124278.0,4000000.0,4.0
Property24,Rent,,KSh 350 000,"Academy Road Nairobi, Karen, Nairobi",5.0,https://www.property24.co.ke/5-bedroom-house-to-rent-in-karen-116928852,2026-02-17T14:50:19.284935,5 Bedrooms,350000.0,350000.0,70000.0,340000.0,73333.33333333333,3.0
Property24,Rent,,KSh 455 000,"Bogani Rd Nairobi, Karen, Nairobi",5.0,https://www.property24.co.ke/5-bedroom-townhouse-to-rent-in-karen-116920715,2026-02-17T14:50:19.288164,5 Bedrooms,455000.0,455000.0,91000.0,343750.0,74250.0,4.0
Property24,Rent,,KSh 455 000,"Bogani Rd Nairobi, Karen, Nairobi",5.0,https://www.property24.co.ke/5-bedroom-townhouse-to-rent-in-karen-116920411,2026-02-17T14:50:19.291454,5 Bedrooms,455000.0,455000.0,91000.0,343750.0,74250.0,4.0
Property24,Rent,,KSh 550 000,"Nandi Rd Karen, Karen, Nairobi",5.0,https://www.property24.co.ke/5-bedroom-house-to-rent-in-karen-116928746,2026-02-17T14:50:19.294266,5 Bedrooms,550000.0,550000.0,110000.0,550000.0,110000.0,1.0
Property24,Rent,,KSh 375 000,"Kyuna Rd Nairobi, Kyuna, Nairobi",5.0,https://www.property24.co.ke/5-bedroom-townhouse-to-rent-in-kyuna-116920026,2026-02-17T14:50:19.297493,5 Bedrooms,375000.0,375000.0,75000.0,375000.0,75000.0,2.0
Property24,Rent,,KSh 400 000,"PostBank Building 2582, Karen, Nairobi",4.0,https://www.property24.co.ke/4-bedroom-house-to-rent-in-karen-116933341,2026-02-17T14:50:26.836469,4 Bedrooms,400000.0,400000.0,100000.0,400000.0,100000.0,1.0
Property24,Rent,,KSh 55 000,"Kindaruma Rd Kilimani, Kilimani, Nairobi",1.0,https://www.property24.co.ke/1-bedroom-apartment-flat-to-rent-in-kilimani-116919141,2026-02-17T14:50:26.841576,1 Bedrooms,55000.0,55000.0,55000.0,55000.0,55000.0,2.0
Property24,Rent,,KSh 350 000,"Windy Ridge Karen, Karen, Nairobi",6.0,https://www.property24.co.ke/6-bedroom-house-to-rent-in-karen-116923159,2026-02-17T14:50:26.844606,6 Bedrooms,350000.0,350000.0,58333.333333333336,284000.0,71333.33333333334,5.0
Property24,Rent,,KSh 430 000,"Loresho Crescent Loresho, Loresho, Nairobi",5.0,https://www.property24.co.ke/5-bedroom-house-to-rent-in-loresho-116919937,2026-02-17T14:50:26.848330,5 Bedrooms,430000.0,430000.0,86000.0,430000.0,86000.0,3.0
Property24,Rent,,KSh 430 000,"Loresho Crescent Loresho, Loresho, Nairobi",5.0,https://www.property24.co.ke/5-bedroom-house-to-rent-in-loresho-116919908,2026-02-17T14:50:26.851597,5 Bedrooms,430000.0,430000.0,86000.0,430000.0,86000.0,3.0
Property24,Rent,,KSh 300 000,"Raphta Rd Nairobi, Westlands, Nairobi",5.0,https://www.property24.co.ke/5-bedroom-townhouse-to-rent-in-westlands-116916262,2026-02-17T14:50:26.854951,5 Bedrooms,300000.0,300000.0,60000.0,252857.14285714287,64687.5,7.0
Property24,Rent,,KSh 70 000,"Rhapta Road Nairobi, Westlands, Nairobi",3.0,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-westlands-116914324,2026-02-17T14:50:26.861376,3 Bedrooms,70000.0,70000.0,23333.333333333332,8848777.777777778,4433962.962962963,27.0
Property24,Rent,,KSh 500 000,"JQR5+4H2 Unnamed Road, Karen, Nairobi",6.0,https://www.property24.co.ke/6-bedroom-house-to-rent-in-karen-116923157,2026-02-17T14:50:26.864412,6 Bedrooms,500000.0,500000.0,83333.33333333333,500000.0,83333.33333333333,1.0
Property24,Rent,,KSh 70 000,"Sarit Centre Car Park Lower Kabete Rd, Westlands, Nairobi",3.0,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-westlands-116923496,2026-02-17T14:50:26.867529,3 Bedrooms,70000.0,70000.0,23333.333333333332,70000.0,23333.333333333332,2.0
Property24,Rent,,KSh 516 000,"Runda Kitisuru, Runda, Nairobi",4.0,https://www.property24.co.ke/4-bedroom-house-to-rent-in-runda-116915415,2026-02-17T14:50:26.870252,4 Bedrooms,516000.0,516000.0,129000.0,7786421.052631579,1946140.3508771928,19.0
Property24,Rent,,KSh 516 000,"Runda Kitisuru, Runda, Nairobi",4.0,https://www.property24.co.ke/4-bedroom-house-to-rent-in-runda-116915332,2026-02-17T14:50:26.874810,4 Bedrooms,516000.0,516000.0,129000.0,7786421.052631579,1946140.3508771928,19.0
Property24,Rent,,KSh 516 000,"Runda Kitisuru, Runda, Nairobi",4.0,https://www.property24.co.ke/4-bedroom-house-to-rent-in-runda-116915331,2026-02-17T14:50:26.878288,4 Bedrooms,516000.0,516000.0,129000.0,7786421.052631579,1946140.3508771928,19.0
Property24,Rent,,KSh 375 000,"Kyuna Rd Nairobi, Kyuna, Nairobi",5.0,https://www.property24.co.ke/5-bedroom-townhouse-to-rent-in-kyuna-116920052,2026-02-17T14:50:26.881501,5 Bedrooms,375000.0,375000.0,75000.0,375000.0,75000.0,2.0
Property24,Rent,,KSh 450 000,"Nyari Kitisuru, Nyari, Nairobi",4.0,https://www.property24.co.ke/4-bedroom-house-to-rent-in-nyari-116929060,2026-02-17T14:50:26.884767,4 Bedrooms,450000.0,450000.0,112500.0,420000.0,90333.33333333334,5.0
Property24,Rent,,KSh 450 000,"Nyari Kitisuru, Nyari, Nairobi",4.0,https://www.property24.co.ke/4-bedroom-house-to-rent-in-nyari-116929036,2026-02-17T14:50:26.888117,4 Bedrooms,450000.0,450000.0,112500.0,420000.0,90333.33333333334,5.0
Property24,Rent,,KSh 350 000,"Three-Dee Ln Karen, Karen, Nairobi",5.0,https://www.property24.co.ke/5-bedroom-house-to-rent-in-karen-116928869,2026-02-17T14:50:26.892074,5 Bedrooms,350000.0,350000.0,70000.0,350000.0,70000.0,1.0
Property24,Rent,,KSh 50 000,"Marula Ln Nairobi, Karen, Nairobi",,https://www.property24.co.ke/commercial-property-to-rent-in-karen-116923141,2026-02-17T14:50:26.894390,Unknown,50000.0,50000.0,,135000.0,76000.0,4.0
Property24,Rent,,KSh 430 000,"Loresho Crescent Loresho, Loresho, Nairobi",5.0,https://www.property24.co.ke/5-bedroom-house-to-rent-in-loresho-101755298,2026-02-17T14:50:26.897810,5 Bedrooms,430000.0,430000.0,86000.0,430000.0,86000.0,3.0
Property24,Rent,,KSh 400 000,"MPQ5+CG9 Karen, Karen, Nairobi",5.0,https://www.property24.co.ke/5-bedroom-house-to-rent-in-karen-116923903,2026-02-17T14:50:26.900644,5 Bedrooms,400000.0,400000.0,80000.0,400000.0,80000.0,1.0
Property24,Rent,,KSh 600 000,"Karen Plains Rd Nairobi, Karen, Nairobi",,https://www.property24.co.ke/commercial-property-to-rent-in-karen-116923148,2026-02-17T14:50:26.902925,Unknown,600000.0,600000.0,,550000.0,71428.57142857143,2.0
Property24,Rent,,KSh 500 000,"Karen Plains Rd Nairobi, Karen, Nairobi",7.0,https://www.property24.co.ke/7-bedroom-house-to-rent-in-karen-116923146,2026-02-17T14:50:26.908118,7 Bedrooms,500000.0,500000.0,71428.57142857143,550000.0,71428.57142857143,2.0
Property24,Rent,,KSh 40 000,"Ngong Rd Karen, Karen, Nairobi",2.0,https://www.property24.co.ke/2-bedroom-apartment-flat-to-rent-in-karen-116907697,2026-02-17T14:50:33.841609,2 Bedrooms,40000.0,40000.0,20000.0,45000.0,18333.333333333336,2.0
Property24,Rent,,KSh 120 000,"Karen Brooks Rd Nairobi, Karen, Nairobi",1.0,https://www.property24.co.ke/1-bedroom-house-to-rent-in-karen-116911416,2026-02-17T14:50:33.844727,1 Bedrooms,120000.0,120000.0,120000.0,150000.0,105000.0,2.0
Property24,Rent,,KSh 250 000,"Karigacha Karen, Karen, Nairobi",7.0,https://www.property24.co.ke/7-bedroom-house-to-rent-in-karen-116923152,2026-02-17T14:50:33.847520,7 Bedrooms,250000.0,250000.0,35714.28571428572,250000.0,35714.28571428572,1.0
Property24,Rent,,KSh 200 000,"Nairobi Nairobi County, Westlands, Nairobi",5.0,https://www.property24.co.ke/5-bedroom-townhouse-to-rent-in-westlands-116910761,2026-02-17T14:50:33.850836,5 Bedrooms,200000.0,200000.0,40000.0,200000.0,40000.0,1.0
Property24,Rent,,KSh 165 000,"Westlands Highridge, Westlands, Nairobi",3.0,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-westlands-116927244,2026-02-17T14:50:33.854358,3 Bedrooms,165000.0,165000.0,55000.0,31293000.0,8932666.666666668,5.0
Property24,Rent,,KSh 250 000,"General Mathenge Drive Spring Valley, Westlands, Nairobi",3.0,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-westlands-116910714,2026-02-17T14:50:33.859414,3 Bedrooms,250000.0,250000.0,83333.33333333333,222500.0,74375.0,8.0
Property24,Rent,,KSh 250 000,"General Mathenge Drive Spring Valley, Westlands, Nairobi",3.0,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-westlands-116910687,2026-02-17T14:50:33.862568,3 Bedrooms,250000.0,250000.0,83333.33333333333,222500.0,74375.0,8.0
Property24,Rent,,KSh 250 000,"General Mathenge Drive Spring Valley, Westlands, Nairobi",3.0,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-westlands-116910671,2026-02-17T14:50:33.865963,3 Bedrooms,250000.0,250000.0,83333.33333333333,222500.0,74375.0,8.0
Property24,Rent,,KSh 200 000,"General Mathenge Drive Spring Valley, Westlands, Nairobi",3.0,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-westlands-116910648,2026-02-17T14:50:33.869704,3 Bedrooms,200000.0,200000.0,66666.66666666667,222500.0,74375.0,8.0
Property24,Rent,,KSh 200 000,"General Mathenge Drive Spring Valley, Westlands, Nairobi",3.0,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-westlands-116910601,2026-02-17T14:50:33.873849,3 Bedrooms,200000.0,200000.0,66666.66666666667,222500.0,74375.0,8.0
Property24,Rent,,KSh 200 000,"General Mathenge Drive Spring Valley, Westlands, Nairobi",3.0,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-westlands-116910587,2026-02-17T14:50:33.877553,3 Bedrooms,200000.0,200000.0,66666.66666666667,222500.0,74375.0,8.0
Property24,Rent,,KSh 265 000,"Raphta Rd Nairobi, Westlands, Nairobi",4.0,https://www.property24.co.ke/4-bedroom-apartment-flat-to-rent-in-westlands-116908550,2026-02-17T14:50:33.880876,4 Bedrooms,265000.0,265000.0,66250.0,252857.14285714287,64687.5,7.0
Property24,Rent,,KSh 265 000,"Raphta Rd Nairobi, Westlands, Nairobi",4.0,https://www.property24.co.ke/4-bedroom-apartment-flat-to-rent-in-westlands-101743048,2026-02-17T14:50:33.884715,4 Bedrooms,265000.0,265000.0,66250.0,252857.14285714287,64687.5,7.0
Property24,Rent,,KSh 265 000,"Raphta Rd Nairobi, Westlands, Nairobi",4.0,https://www.property24.co.ke/4-bedroom-apartment-flat-to-rent-in-westlands-116908311,2026-02-17T14:50:33.888200,4 Bedrooms,265000.0,265000.0,66250.0,252857.14285714287,64687.5,7.0
Property24,Rent,,KSh 80 000,"Marula Ln Nairobi, Karen, Nairobi",1.0,https://www.property24.co.ke/1-bedroom-house-to-rent-in-karen-116911439,2026-02-17T14:50:33.891706,1 Bedrooms,80000.0,80000.0,80000.0,135000.0,76000.0,4.0
Property24,Rent,,KSh 434 000,"Runda Kitisuru, Runda, Nairobi",3.0,https://www.property24.co.ke/3-bedroom-house-to-rent-in-runda-116908620,2026-02-17T14:50:33.895035,3 Bedrooms,434000.0,434000.0,144666.66666666666,7786421.052631579,1946140.3508771928,19.0
Property24,Rent,,KSh 230 000,"Kilimani Estate Kilimani, Kilimani, Nairobi",2.0,https://www.property24.co.ke/2-bedroom-apartment-flat-to-rent-in-kilimani-116923661,2026-02-17T14:50:33.898624,2 Bedrooms,230000.0,230000.0,115000.0,3269235.294117647,1992500.0,17.0
Property24,Rent,,KSh 500 000,"Karen Karen, Karen, Nairobi",6.0,https://www.property24.co.ke/6-bedroom-house-to-rent-in-karen-116923182,2026-02-17T14:50:33.901730,6 Bedrooms,500000.0,500000.0,83333.33333333333,365714.28571428574,80761.90476190476,7.0
Property24,Rent,,KSh 400 000,"Ololua Ridge Karen, Karen, Nairobi",6.0,https://www.property24.co.ke/6-bedroom-house-to-rent-in-karen-116923174,2026-02-17T14:50:33.905751,6 Bedrooms,400000.0,400000.0,66666.66666666667,400000.0,66666.66666666667,1.0
Property24,Rent,,KSh 180 000,"Rhapta Road Nairobi, Westlands, Nairobi",1.0,https://www.property24.co.ke/1-bedroom-apartment-flat-to-rent-in-westlands-116924439,2026-02-17T14:50:33.909203,1 Bedrooms,180000.0,180000.0,180000.0,8848777.777777778,4433962.962962963,27.0
Property24,Rent,,KSh 200 000,"Rhapta Road Nairobi, Westlands, Nairobi",2.0,https://www.property24.co.ke/2-bedroom-apartment-flat-to-rent-in-westlands-116924422,2026-02-17T14:50:40.763744,2 Bedrooms,200000.0,200000.0,100000.0,8848777.777777778,4433962.962962963,27.0
Property24,Rent,,KSh 450 000,"Ndege Rd Nairobi, Karen, Nairobi",4.0,https://www.property24.co.ke/4-bedroom-townhouse-to-rent-in-karen-116920736,2026-02-17T14:50:40.766932,4 Bedrooms,450000.0,450000.0,112500.0,441666.6666666667,118750.0,6.0
Property24,Rent,,KSh 450 000,"Ndege Rd Nairobi, Karen, Nairobi",4.0,https://www.property24.co.ke/4-bedroom-townhouse-to-rent-in-karen-116920559,2026-02-17T14:50:40.769702,4 Bedrooms,450000.0,450000.0,112500.0,441666.6666666667,118750.0,6.0
Property24,Rent,,KSh 450 000,"Ndege Rd Nairobi, Karen, Nairobi",4.0,https://www.property24.co.ke/4-bedroom-townhouse-to-rent-in-karen-116920303,2026-02-17T14:50:40.774912,4 Bedrooms,450000.0,450000.0,112500.0,441666.6666666667,118750.0,6.0
Property24,Rent,,KSh 370 000,"Runda Kitisuru, Runda, Nairobi",4.0,https://www.property24.co.ke/4-bedroom-house-to-rent-in-runda-101746791,2026-02-17T14:50:40.778650,4 Bedrooms,370000.0,370000.0,92500.0,7786421.052631579,1946140.3508771928,19.0
Property24,Rent,,KSh 380 000,"Miotoni Rd Karen, Karen, Nairobi",5.0,https://www.property24.co.ke/5-bedroom-house-to-rent-in-karen-116928882,2026-02-17T14:50:40.781454,5 Bedrooms,380000.0,380000.0,76000.0,370000.0,79833.33333333333,3.0
Property24,Rent,,KSh 140 000,"Rhapta Road Nairobi, Westlands, Nairobi",3.0,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-westlands-116923511,2026-02-17T14:50:40.786280,3 Bedrooms,140000.0,140000.0,46666.666666666664,8848777.777777778,4433962.962962963,27.0
Property24,Rent,,KSh 200 000,"Karen Karen, Karen, Nairobi",3.0,https://www.property24.co.ke/3-bedroom-house-to-rent-in-karen-116930135,2026-02-17T14:50:40.791610,3 Bedrooms,200000.0,200000.0,66666.66666666667,365714.28571428574,80761.90476190476,7.0
Property24,Rent,,KSh 370 000,"Runda Kitisuru, Runda, Nairobi",4.0,https://www.property24.co.ke/4-bedroom-house-to-rent-in-runda-116915222,2026-02-17T14:50:40.795493,4 Bedrooms,370000.0,370000.0,92500.0,7786421.052631579,1946140.3508771928,19.0
Property24,Rent,,KSh 370 000,"Runda Kitisuru, Runda, Nairobi",4.0,https://www.property24.co.ke/4-bedroom-house-to-rent-in-runda-116915208,2026-02-17T14:50:40.798613,4 Bedrooms,370000.0,370000.0,92500.0,7786421.052631579,1946140.3508771928,19.0
Property24,Rent,,KSh 775 000,"Gigiri Kitisuru, Gigiri, Nairobi",4.0,https://www.property24.co.ke/4-bedroom-house-to-rent-in-gigiri-116908580,2026-02-17T14:50:40.801671,4 Bedrooms,775000.0,775000.0,193750.0,775000.0,193750.0,1.0
Property24,Rent,,KSh 360 000,"Marula Ln Nairobi, Karen, Nairobi",5.0,https://www.property24.co.ke/5-bedroom-townhouse-to-rent-in-karen-116928419,2026-02-17T14:50:40.804522,5 Bedrooms,360000.0,360000.0,72000.0,135000.0,76000.0,4.0
Property24,Rent,,KSh 8 000 per day,"Kilimani Estate Kilimani, Kilimani, Nairobi",1.0,https://www.property24.co.ke/1-bedroom-apartment-flat-to-rent-in-kilimani-116923632,2026-02-17T14:50:40.810204,1 Bedrooms,8000.0,8000.0,8000.0,3269235.294117647,1992500.0,17.0
Property24,Rent,,KSh 160 000,"Banda Ln Nairobi, Karen, Nairobi",2.0,https://www.property24.co.ke/2-bedroom-house-to-rent-in-karen-116907862,2026-02-17T14:50:40.813040,2 Bedrooms,160000.0,160000.0,80000.0,160000.0,80000.0,1.0
Property24,Rent,,KSh 400 000,"Nyari Kitisuru, Nyari, Nairobi",5.0,https://www.property24.co.ke/5-bedroom-house-to-rent-in-nyari-116909678,2026-02-17T14:50:40.816337,5 Bedrooms,400000.0,400000.0,80000.0,420000.0,90333.33333333334,5.0
Property24,Rent,,KSh 380 000,"Runda Kitisuru, Runda, Nairobi",4.0,https://www.property24.co.ke/4-bedroom-house-to-rent-in-runda-116908541,2026-02-17T14:50:40.819542,4 Bedrooms,380000.0,380000.0,95000.0,7786421.052631579,1946140.3508771928,19.0
Property24,Rent,,KSh 140 000,"Rhapta Road Nairobi, Westlands, Nairobi",3.0,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-westlands-116923519,2026-02-17T14:50:40.822909,3 Bedrooms,140000.0,140000.0,46666.666666666664,8848777.777777778,4433962.962962963,27.0
Property24,Rent,,KSh 370 000,"Runda Kitisuru, Runda, Nairobi",4.0,https://www.property24.co.ke/4-bedroom-house-to-rent-in-runda-116915394,2026-02-17T14:50:40.826363,4 Bedrooms,370000.0,370000.0,92500.0,7786421.052631579,1946140.3508771928,19.0
Property24,Rent,,KSh 140 000,"Tree Ln Nairobi, Karen, Nairobi",2.0,https://www.property24.co.ke/2-bedroom-house-to-rent-in-karen-116907673,2026-02-17T14:50:40.829198,2 Bedrooms,140000.0,140000.0,70000.0,107500.0,90000.0,4.0
Property24,Rent,,KSh 220 000,"RR6R+34H Kiambu Rd, Kiambu Road, Nairobi",4.0,https://www.property24.co.ke/4-bedroom-house-to-rent-in-kiambu-road-116905443,2026-02-17T14:50:40.832131,4 Bedrooms,220000.0,220000.0,55000.0,220000.0,55000.0,1.0
Property24,Rent,,KSh 612 000,"Thigiri Ridge Rd Nairobi, Thigiri, Nairobi",4.0,https://www.property24.co.ke/4-bedroom-house-to-rent-in-thigiri-116904332,2026-02-17T14:50:40.835271,4 Bedrooms,612000.0,612000.0,153000.0,612000.0,153000.0,2.0
Property24,Rent,,KSh 420 000,"Bogani Rd Nairobi, Karen, Nairobi",6.0,https://www.property24.co.ke/6-bedroom-house-to-rent-in-karen-116923178,2026-02-17T14:50:48.500727,6 Bedrooms,420000.0,420000.0,70000.0,343750.0,74250.0,4.0
Property24,Rent,,KSh 450 000,"Runda Kitisuru, Runda, Nairobi",5.0,https://www.property24.co.ke/5-bedroom-house-to-rent-in-runda-116899458,2026-02-17T14:50:48.503687,5 Bedrooms,450000.0,450000.0,90000.0,7786421.052631579,1946140.3508771928,19.0
Property24,Rent,,KSh 580 000,"Kitisuru Nairobi, Kitisuru, Nairobi",5.0,https://www.property24.co.ke/5-bedroom-house-to-rent-in-kitisuru-116899480,2026-02-17T14:50:48.509989,5 Bedrooms,580000.0,580000.0,116000.0,493333.3333333333,113666.66666666667,3.0
